asin,prop_topic_1,prop_topic_2,prop_topic_3,prop_topic_4,prop_topic_5,prop_topic_6,prop_topic_7,prop_topic_8,prop_topic_9,prop_topic_10,prop_topic_11,prop_topic_12,prop_topic_13,prop_topic_14,prop_topic_15
0001713353,0.05847953216374267,0.10916179337231972,0.0760233918128655,0.05847953216374267,0.05847953216374267,0.05847953216374267,0.05847953216374267,0.05847953216374267,0.05847953216374267,0.09356725146198834,0.0740740740740741,0.05847953216374267,0.05847953216374267,0.062378167641325526,0.05847953216374267
0002007649,0.0918918918918919,0.033033033033033045,0.036036036036036036,0.034834834834834835,0.09069069069069068,0.07567567567567568,0.02402402402402403,0.031231231231231237,0.021621621621621626,0.360960960960961,0.05045045045045045,0.04144144144144145,0.023423423423423427,0.04684684684684685,0.03783783783783785
0001716069,0.056360708534621565,0.07085346215781,0.06280193236714976,0.053140096618357474,0.07407407407407407,0.053140096618357474,0.07729468599033817,0.07246376811594203,0.049919484702093384,0.09822866344605474,0.09017713365539454,0.0644122383252818,0.06441223832528181,0.04991948470209338,0.06280193236714976
0001841572,0.08950617283950618,0.08333333333333333,0.057098765432098776,0.0632716049382716,0.07716049382716049,0.046296296296296266,0.06635802469135803,0.05246913580246913,0.058641975308641965,0.06481481481481481,0.06635802469135803,0.06635802469135803,0.07098765432098765,0.05709876543209876,0.08024691358024691
0002117010,0.07341269841269843,0.07142857142857142,0.0595238095238095,0.10515873015873016,0.06150793650793648,0.0595238095238095,0.07142857142857142,0.0595238095238095,0.0595238095238095,0.06349206349206347,0.0595238095238095,0.0595238095238095,0.0595238095238095,0.0595238095238095,0.0773809523809524
0001983008,0.046296296296296266,0.051587301587301584,0.06349206349206349,0.054232804232804216,0.044973544973544964,0.0476190476190476,0.19576719576719567,0.050264550264550255,0.043650793650793634,0.10185185185185182,0.06349206349206349,0.043650793650793634,0.05026455026455025,0.0529100529100529,0.08994708994708993
0001712764,0.06060606060606059,0.06060606060606059,0.0787878787878788,0.0787878787878788,0.06060606060606059,0.06060606060606059,0.06060606060606059,0.06060606060606059,0.06060606060606059,0.09696969696969696,0.06060606060606059,0.06060606060606059,0.06060606060606059,0.06060606060606059,0.0787878787878788
0001713205,0.0700854700854701,0.0581196581196581,0.06324786324786323,0.05299145299145297,0.05299145299145297,0.05982905982905981,0.06324786324786325,0.08717948717948719,0.05299145299145297,0.1333333333333333,0.06666666666666668,0.05128205128205126,0.05128205128205126,0.05128205128205126,0.08547008547008547
0002006995,0.036796536796536806,0.04040404040404042,0.13636363636363638,0.04834054834054835,0.02597402597402597,0.028860028860028857,0.051948051948051965,0.059884559884559874,0.031024531024531038,0.05772005772005771,0.06854256854256854,0.04617604617604619,0.07287157287157288,0.0432900432900433,0.2518037518037518
0002051850,0.0393939393939394,0.06262626262626264,0.03535353535353536,0.036363636363636376,0.049494949494949515,0.042424242424242434,0.08989898989898991,0.09090909090909093,0.20202020202020207,0.050505050505050525,0.06161616161616164,0.048484848484848485,0.06363636363636366,0.0484848484848485,0.07878787878787878
0002008599,0.18333333333333332,0.05476190476190477,0.03174603174603175,0.051587301587301584,0.04920634920634921,0.06507936507936507,0.05317460317460318,0.1507936507936508,0.035714285714285726,0.032539682539682535,0.04841269841269842,0.1119047619047619,0.051587301587301584,0.03492063492063493,0.04523809523809525
0001714384,0.03703703703703703,0.0382716049382716,0.03950617283950617,0.04567901234567902,0.05432098765432099,0.14691358024691356,0.1074074074074074,0.08641975308641976,0.041975308641975316,0.13209876543209872,0.06790123456790123,0.043209876543209874,0.07777777777777779,0.03703703703703703,0.04444444444444445
0002005395,0.1485642946317104,0.04744069912609238,0.10923845193508117,0.05930087390761547,0.038077403245942575,0.032459425717852694,0.07740324594257178,0.1310861423220974,0.07553058676654183,0.021847690387016228,0.053682896379525585,0.08302122347066168,0.038077403245942575,0.02933832709113609,0.05493133583021224
0002005379,0.0421146953405018,0.06630824372759855,0.13709677419354835,0.04659498207885305,0.028673835125448025,0.02956989247311828,0.05645161290322581,0.06272401433691757,0.035842293906810034,0.02688172043010752,0.0385304659498208,0.035842293906810034,0.06451612903225806,0.0439068100358423,0.2849462365591397
000171287X,0.0582010582010582,0.0529100529100529,0.07054673721340389,0.0617283950617284,0.05643738977072309,0.05996472663139329,0.09347442680776016,0.07407407407407407,0.0529100529100529,0.061728395061728385,0.08112874779541449,0.07936507936507939,0.07407407407407407,0.0529100529100529,0.07054673721340386
0002154463,0.049919484702093384,0.05152979066022543,0.04830917874396133,0.07085346215781,0.049919484702093384,0.06280193236714977,0.05152979066022543,0.08856682769726247,0.04830917874396133,0.1996779388083735,0.05314009661835749,0.049919484702093384,0.05797101449275361,0.053140096618357474,0.06441223832528181
0002154129,0.04830917874396133,0.05636070853462157,0.049919484702093384,0.07568438003220612,0.05475040257648952,0.0611916264090177,0.059581320450885676,0.08695652173913045,0.04830917874396133,0.16747181964573266,0.05314009661835749,0.05152979066022542,0.06280193236714977,0.053140096618357474,0.07085346215781
0002180618,0.052287581699346414,0.03361344537815126,0.03828197945845005,0.03734827264239029,0.05135387488328665,0.18394024276377216,0.03734827264239029,0.04948646125116713,0.05788982259570495,0.04481792717086835,0.038281979458450036,0.2726423902894491,0.03081232492997198,0.04201680672268908,0.02987861811391222
0001713256,0.08215962441314552,0.03990610328638499,0.029733959311424106,0.031298904538341166,0.049295774647887335,0.09467918622848198,0.07511737089201878,0.10250391236306727,0.029733959311424113,0.2683881064162754,0.05555555555555556,0.02503912363067292,0.05712050078247261,0.030516431924882632,0.028951486697965576
0001939777,0.06111111111111112,0.11,0.11,0.08,0.03777777777777778,0.07222222222222223,0.04555555555555557,0.1211111111111111,0.03555555555555556,0.08444444444444445,0.034444444444444444,0.04222222222222223,0.04666666666666668,0.040000000000000015,0.07888888888888887
000100039X,0.09494949494949494,0.04444444444444445,0.04040404040404042,0.045454545454545456,0.10707070707070704,0.07171717171717172,0.057575757575757586,0.16262626262626262,0.041414141414141424,0.06666666666666668,0.05050505050505052,0.07171717171717172,0.07777777777777778,0.032323232323232316,0.03535353535353536
0002221020,0.035147392290249435,0.1417233560090703,0.04648526077097508,0.055555555555555566,0.036281179138322,0.039682539682539694,0.07142857142857145,0.040816326530612256,0.10997732426303856,0.043083900226757385,0.03854875283446712,0.04081632653061225,0.04535147392290252,0.14739229024943312,0.10770975056689344
